CustomerID,frequency_orders,monetary_total,monetary_mean,monetary_median,recency_days,orders_last_30d,spend_last_30d,orders_last_60d,spend_last_60d,orders_last_90d,spend_last_90d,trend_orders_30_vs_90,trend_spend_30_vs_90,churn
12374,1,742.9300000000001,22.513030303030305,17.0,24,1.0,742.9300000000001,1.0,742.9300000000001,1.0,742.9300000000001,1.0,1.0,0
12375,2,457.5,26.91176470588235,20.8,10,1.0,227.20000000000002,1.0,227.20000000000002,1.0,227.20000000000002,1.0,1.0,0
12377,2,1628.12,21.144415584415583,16.5,314,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12378,1,4008.62,18.30420091324201,16.5,129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12379,2,852.24,21.306,16.97,81,0.0,0.0,0.0,0.0,1.0,392.40000000000003,0.5,0.002541942043721403,0
12380,4,2724.81,26.200096153846154,17.700000000000003,21,1.0,1040.39,2.0,1491.25,3.0,2117.26,0.5,0.4916252018165853,0
12381,5,1845.31,21.21045977011494,16.8,4,1.0,147.01,4.0,576.57,4.0,576.57,0.4,0.2562633100749692,0
12383,5,1850.56,18.69252525252525,15.600000000000001,184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12384,2,585.27,21.676666666666666,17.0,28,1.0,292.58,1.0,292.58,1.0,292.58,1.0,1.0,0
12386,2,401.9,40.19,30.0,337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12388,6,2780.66,27.8066,19.919999999999998,15,1.0,286.4,1.0,286.4,2.0,1112.3200000000002,0.6666666666666666,0.25814680415334307,0
12390,1,549.84,17.1825,16.775,79,0.0,0.0,0.0,0.0,1.0,549.84,0.5,0.0018154091932321545,0
12391,1,460.89,4.6089,2.95,21,1.0,460.89,1.0,460.89,1.0,460.89,1.0,1.0,0
12393,4,1582.6000000000001,24.728125000000002,17.700000000000003,71,0.0,0.0,0.0,0.0,1.0,521.5,0.5,0.0019138755980861245,0
12394,2,1272.48,47.12888888888889,19.799999999999997,63,0.0,0.0,0.0,0.0,1.0,891.4,0.5,0.0011205737337516809,0
12395,12,3018.63,19.350192307692307,16.6,18,1.0,265.83,3.0,772.38,4.0,1119.06,0.4,0.23822830919772156,0
12397,2,2409.9,19.126190476190477,16.5,35,0.0,0.0,1.0,1195.09,1.0,1195.09,0.5,0.0008360574873128276,0
12398,1,1635.6599999999999,19.24305882352941,15.0,45,0.0,0.0,1.0,1635.6599999999999,1.0,1635.6599999999999,0.5,0.0006110004521403346,0
12399,4,1108.65,18.790677966101697,16.5,118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12401,1,84.3,16.86,15.0,302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12402,1,225.6,20.509090909090908,19.5,322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12403,1,427.7,85.53999999999999,83.0,49,0.0,0.0,1.0,427.7,1.0,427.7,0.5,0.0023326335432703525,0
12405,1,1710.39,31.67388888888889,19.799999999999997,148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12406,2,3415.3,32.52666666666667,24.96,21,1.0,1794.05,1.0,1794.05,1.0,1794.05,1.0,1.0,0
12407,5,1708.1200000000001,22.183376623376624,17.4,49,0.0,0.0,1.0,300.76,1.0,300.76,0.5,0.0033138918345705197,0
12408,5,2888.55,27.51,18.0,32,0.0,0.0,1.0,754.5,1.0,754.5,0.5,0.0013236267372600927,0
12409,3,11072.67,101.58412844036697,88.80000000000001,78,0.0,0.0,0.0,0.0,2.0,4865.59,0.3333333333333333,0.00020548268911085586,0
12410,2,693.3299999999999,26.666538461538458,17.55,308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12412,3,1226.88,20.112786885245903,16.6,74,0.0,0.0,0.0,0.0,1.0,336.14,0.5,0.0029661268315833186,0
12413,3,758.1,19.95,17.85,66,0.0,0.0,0.0,0.0,1.0,194.20000000000002,0.5,0.005122950819672131,0
12414,3,562.41,31.244999999999997,25.5,216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12415,21,124914.53,174.95032212885152,135.0,23,2.0,5355.4,4.0,6354.88,6.0,22826.649999999998,0.42857142857142855,0.2346452657194236,0
12417,9,3649.1,19.005729166666665,16.55,2,1.0,369.73,2.0,832.58,2.0,832.58,0.6666666666666666,0.44474435567072146,0
12418,1,668.58,19.664117647058823,15.0,112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12420,1,600.39,20.70310344827586,19.8,63,0.0,0.0,0.0,0.0,1.0,600.39,0.5,0.00166281447978849,0
12421,4,807.04,17.93422222222222,15.299999999999999,15,1.0,178.48,1.0,178.48,1.0,178.48,1.0,1.0,0
12422,3,803.5600000000001,20.604102564102565,17.700000000000003,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12423,8,1859.31,14.87448,14.850000000000001,0,1.0,208.64000000000001,1.0,208.64000000000001,1.0,208.64000000000001,1.0,1.0,0
12424,2,1760.96,58.69866666666667,32.4,162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12425,1,777.2,21.58888888888889,16.75,77,0.0,0.0,0.0,0.0,1.0,777.2,0.5,0.0012850167052171678,0
12426,1,582.73,19.424333333333333,17.700000000000003,194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12427,3,825.8,26.638709677419353,19.799999999999997,21,1.0,239.72,2.0,522.3,2.0,522.3,0.6666666666666666,0.4600038218994841,0
12428,9,7956.46,27.062789115646257,17.700000000000003,25,1.0,408.34000000000003,1.0,408.34000000000003,1.0,408.34000000000003,1.0,1.0,0
12429,4,3750.4,38.66391752577319,25.5,8,1.0,905.52,1.0,905.52,1.0,905.52,1.0,1.0,0
12430,1,256.4,23.30909090909091,17.4,42,0.0,0.0,1.0,256.4,1.0,256.4,0.5,0.0038850038850038854,0
12431,15,6487.45,27.606170212765957,17.4,35,0.0,0.0,2.0,934.1200000000001,4.0,1612.88,0.2,0.0006196247552482216,0
12432,5,5059.32,46.845555555555556,20.6,42,0.0,0.0,2.0,1042.66,2.0,1042.66,0.3333333333333333,0.0009581664526761588,0
12433,7,13375.87,31.847309523809525,23.4,0,3.0,5481.9800000000005,4.0,6980.64,4.0,6980.64,0.8,0.785342698850127,0
12434,2,806.14,16.122799999999998,15.9,84,0.0,0.0,0.0,0.0,1.0,519.89,0.5,0.0019197911267254124,0
12435,2,7829.89,217.49694444444447,179.0,79,0.0,0.0,0.0,0.0,1.0,3850.9,0.5,0.0002596121394636413,0
12436,1,509.01,31.813125,32.19,99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12437,18,4951.41,24.88145728643216,19.799999999999997,1,3.0,656.91,6.0,1917.4,7.0,2140.0,0.5,0.30729098552078465,0
12438,2,2906.85,29.66173469387755,19.799999999999997,13,1.0,2016.78,1.0,2016.78,1.0,2016.78,1.0,1.0,0
12441,1,173.55,15.77727272727273,17.700000000000003,366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12442,1,172.06,14.338333333333333,10.35,2,1.0,172.06,1.0,172.06,1.0,172.06,1.0,1.0,0
12444,5,5005.46,28.440113636363638,17.700000000000003,20,1.0,936.64,2.0,1815.65,3.0,2378.19,0.5,0.39410051319987055,0
12445,1,133.4,33.35,30.0,21,1.0,133.4,1.0,133.4,1.0,133.4,1.0,1.0,0
12446,1,1002.3100000000001,17.584385964912283,16.5,57,0.0,0.0,1.0,1002.3100000000001,1.0,1002.3100000000001,0.5,0.0009967009199549491,0
12447,1,476.49,18.326538461538462,17.700000000000003,242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12448,1,449.45,20.429545454545455,15.45,43,0.0,0.0,1.0,449.45,1.0,449.45,0.5,0.00222000222000222,0
12449,4,4067.29,21.294712041884818,17.34,21,1.0,1342.71,1.0,1342.71,1.0,1342.71,1.0,1.0,0
12450,2,197.88,24.735,20.73,155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12451,5,9035.52,25.524067796610172,19.799999999999997,10,2.0,1188.14,2.0,1188.14,3.0,3727.7,0.75,0.31891543969748176,0
12452,2,430.57,19.571363636363635,16.6,16,2.0,430.57,2.0,430.57,2.0,430.57,1.0,1.0,0
12453,1,707.09,16.443953488372095,15.299999999999999,133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12454,1,3528.34,235.22266666666667,250.0,55,0.0,0.0,1.0,3528.34,1.0,3528.34,0.5,0.0002833390945615894,0
12455,6,2466.86,27.409555555555556,17.4,72,0.0,0.0,0.0,0.0,1.0,290.5,0.5,0.003430531732418525,0
12456,3,3181.04,25.44832,17.4,43,0.0,0.0,1.0,915.64,1.0,915.64,0.5,0.0010909408273695235,0
12457,7,2363.23,38.11661290322581,19.9,65,0.0,0.0,0.0,0.0,4.0,1295.98,0.2,0.0007710219124427517,0
12458,2,947.4,24.931578947368422,16.75,70,0.0,0.0,0.0,0.0,1.0,505.48,0.5,0.0019744116253356497,0
12461,2,826.88,23.62514285714286,15.0,93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12462,2,1189.59,19.186935483870965,15.75,18,1.0,427.48,1.0,427.48,1.0,427.48,1.0,1.0,0
12463,4,1344.78,16.202168674698793,15.0,52,0.0,0.0,1.0,358.99,1.0,358.99,0.5,0.0027778549404150117,0
12464,8,1212.05,41.79482758620689,30.599999999999998,9,2.0,431.5,2.0,431.5,2.0,431.5,1.0,1.0,0
12465,2,742.1899999999999,15.79127659574468,15.0,16,1.0,301.25,1.0,301.25,1.0,301.25,1.0,1.0,0
12468,2,729.5400000000001,19.19842105263158,16.55,187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12471,30,19824.05,43.09576086956522,21.45,1,6.0,4932.79,7.0,5658.51,11.0,8707.65,0.5833333333333334,0.5665390158061239,0
12472,7,6572.11,19.386755162241887,15.299999999999999,31,0.0,0.0,2.0,1644.51,2.0,1644.51,0.3333333333333333,0.0006077143256497986,0
12473,5,3938.5499999999997,23.443749999999998,15.600000000000001,28,2.0,1054.32,3.0,2752.2999999999997,3.0,2752.2999999999997,0.75,0.3832927759415974,0
12474,18,7375.79,17.395731132075472,15.299999999999999,16,2.0,1178.73,5.0,3013.73,5.0,3013.73,0.5,0.39132194259519093,0
12475,1,723.38,20.093888888888888,17.325,53,0.0,0.0,1.0,723.38,1.0,723.38,0.5,0.001380490902564952,0
12476,11,6816.42,29.255021459227468,19.95,15,2.0,1993.99,4.0,3091.15,5.0,3624.75,0.5,0.5502282286423499,0
12477,6,13219.74,44.065799999999996,26.32,22,1.0,2037.69,2.0,3326.4700000000003,3.0,4385.71,0.5,0.4647423695662581,0
12478,1,680.99,18.91638888888889,16.5,3,1.0,680.99,1.0,680.99,1.0,680.99,1.0,1.0,0
12479,1,527.2,17.006451612903227,15.600000000000001,10,1.0,527.2,1.0,527.2,1.0,527.2,1.0,1.0,0
12480,4,3281.63,21.309285714285714,15.7,27,1.0,1136.6799999999998,1.0,1136.6799999999998,1.0,1136.6799999999998,1.0,1.0,0
12481,10,5596.32,25.789493087557602,18.0,22,1.0,186.79999999999998,1.0,186.79999999999998,2.0,1494.56,0.6666666666666666,0.12557169220893846,0
12483,8,2484.98,33.133066666666664,25.200000000000003,16,1.0,406.72,2.0,860.9200000000001,2.0,860.9200000000001,0.6666666666666666,0.47303694078336733,0
12484,6,4541.72,13.126358381502891,9.899999999999999,32,0.0,0.0,2.0,878.57,2.0,878.57,0.3333333333333333,0.0011369191764157485,0
12488,3,1298.66,23.612000000000002,17.0,9,1.0,531.21,2.0,745.27,3.0,1298.66,0.5,0.4094994075373559,0
12489,1,334.93,22.328666666666667,20.1,335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12490,10,5417.93,22.114,17.700000000000003,4,3.0,1231.9,4.0,1865.3400000000001,4.0,1865.3400000000001,0.8,0.6605977474629489,0
12491,1,460.40000000000003,17.70769230769231,15.600000000000001,38,0.0,0.0,1.0,460.40000000000003,1.0,460.40000000000003,0.5,0.002167316861725184,0
12492,2,263.21000000000004,13.160500000000003,14.925,62,0.0,0.0,0.0,0.0,1.0,136.82,0.5,0.007255840951966333,0
12493,2,433.74,19.715454545454545,16.5,165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12494,7,1246.1000000000001,16.183116883116885,15.0,15,1.0,162.5,2.0,377.24,2.0,377.24,0.6666666666666666,0.4322652284263959,0
12497,1,1043.1,74.50714285714285,52.5,81,0.0,0.0,0.0,0.0,1.0,1043.1,0.5,0.0009577626664112633,0
12498,3,403.70000000000005,17.55217391304348,17.700000000000003,20,2.0,156.45,3.0,403.70000000000005,3.0,403.70000000000005,0.75,0.3890536199654064,0
12500,11,4257.82,69.80032786885245,20.8,22,1.0,617.04,4.0,2333.73,5.0,2483.98,0.3333333333333333,0.24871025118914436,0
12501,1,2169.39,14.559664429530201,13.52,336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12502,5,3723.87,25.332448979591835,16.5,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12504,2,482.04999999999995,53.5611111111111,30.0,17,2.0,482.04999999999995,2.0,482.04999999999995,2.0,482.04999999999995,1.0,1.0,0
12506,1,73.5,3.1956521739130435,2.95,232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12507,3,1304.81,62.13380952380952,30.0,133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12508,2,398.27,5.772028985507246,4.35,25,2.0,398.27,2.0,398.27,2.0,398.27,1.0,1.0,0
12509,1,176.5,25.214285714285715,18.0,283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12510,2,982.5699999999999,29.774848484848484,17.700000000000003,142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12512,2,138.03,4.059705882352941,3.35,65,0.0,0.0,0.0,0.0,2.0,138.03,0.3333333333333333,0.007192692224699705,0
12513,1,612.29,17.494,15.299999999999999,112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12514,1,1017.68,19.954509803921567,17.0,266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12515,1,383.7,23.98125,17.85,352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12516,2,1312.06,50.46384615384615,42.05,77,0.0,0.0,0.0,0.0,1.0,728.86,0.5,0.0013701257775463787,0
12517,5,2502.84,8.812816901408452,6.6,27,2.0,546.94,2.0,546.94,3.0,964.14,0.75,0.5677311063679882,0
12518,5,2056.89,16.58782258064516,15.6,0,2.0,826.1,3.0,1207.16,4.0,1732.06,0.6,0.477248335314415,0
12519,1,340.84,18.935555555555553,16.47,63,0.0,0.0,0.0,0.0,1.0,340.84,0.5,0.002925345190732507,0
12520,5,2634.26,17.330657894736845,15.0,78,0.0,0.0,0.0,0.0,1.0,588.41,0.5,0.0016966118661033917,0
12521,1,599.68,15.781052631578946,14.975,142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12522,2,192.72,16.06,17.520000000000003,38,0.0,0.0,2.0,192.72,2.0,192.72,0.3333333333333333,0.005162089613875697,0
12523,11,1789.77,16.884622641509434,15.299999999999999,18,1.0,262.42,2.0,490.64,4.0,772.02,0.4,0.34076737988667827,0
12524,8,4485.72,31.150833333333335,19.799999999999997,8,1.0,307.79999999999995,1.0,307.79999999999995,2.0,1363.24,0.6666666666666666,0.22635313434586285,0
12526,3,1316.66,18.54450704225352,17.700000000000003,0,1.0,277.08,2.0,796.36,2.0,796.36,0.6666666666666666,0.3487508778970603,0
12527,3,348.71000000000004,19.37277777777778,14.895000000000001,81,0.0,0.0,0.0,0.0,1.0,63.790000000000006,0.5,0.015434480629726808,0
12528,6,1933.48,21.01608695652174,17.0,8,1.0,371.6,1.0,371.6,2.0,646.11,0.6666666666666666,0.5757908238166618,0
12530,4,1662.28,25.186060606060607,19.5,59,0.0,0.0,1.0,440.63,1.0,440.63,0.5,0.002264338926250481,0
12531,1,125.22,7.365882352941177,5.9,14,1.0,125.22,1.0,125.22,1.0,125.22,1.0,1.0,0
12532,1,349.83000000000004,21.864375000000003,21.15,29,1.0,349.83000000000004,1.0,349.83000000000004,1.0,349.83000000000004,1.0,1.0,0
12534,1,1089.18,17.28857142857143,15.0,130,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12535,2,716.35,21.069117647058825,18.599999999999998,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12536,3,12601.830000000002,48.282873563218395,15.299999999999999,42,0.0,0.0,3.0,12601.830000000002,3.0,12601.830000000002,0.25,7.934725771909959e-05,0
12538,1,363.95,17.33095238095238,16.5,28,1.0,363.95,1.0,363.95,1.0,363.95,1.0,1.0,0
12539,4,5568.35,20.396886446886448,17.4,21,1.0,1050.66,1.0,1050.66,1.0,1050.66,1.0,1.0,0
12540,17,13400.24,28.03397489539749,17.700000000000003,19,1.0,888.27,3.0,2481.45,6.0,4153.38,0.2857142857142857,0.21405600835744443,0
12541,3,981.18,18.868846153846153,15.0,29,1.0,445.03999999999996,1.0,445.03999999999996,1.0,445.03999999999996,1.0,1.0,0
12544,1,372.7,19.61578947368421,15.0,35,0.0,0.0,1.0,372.7,1.0,372.7,0.5,0.002675943270002676,0
12545,2,1000.39,20.0078,16.5,74,0.0,0.0,0.0,0.0,1.0,372.24,0.5,0.002679241238881149,0
12546,2,1161.5,16.833333333333332,15.0,46,0.0,0.0,1.0,401.3,2.0,1161.5,0.3333333333333333,0.0008602150537634409,0
12547,2,207.79999999999998,25.974999999999998,28.0,197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12548,1,95.19999999999999,19.04,17.4,165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12550,1,964.83,16.92684210526316,15.299999999999999,78,0.0,0.0,0.0,0.0,1.0,964.83,0.5,0.0010353788969073231,0
12551,1,168.0,16.8,18.0,357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12552,2,437.82,21.891,16.05,38,0.0,0.0,2.0,437.82,2.0,437.82,0.3333333333333333,0.0022788387037965454,0
12553,10,3692.28,19.33130890052356,16.6,7,2.0,795.14,3.0,1272.69,3.0,1272.69,0.75,0.6250657538333503,0
12556,2,603.71,4.989338842975207,3.75,49,0.0,0.0,1.0,290.81,1.0,290.81,0.5,0.0034268873582125356,0
12557,5,11990.960000000001,363.36242424242425,145.0,15,1.0,2990.0,1.0,2990.0,1.0,2990.0,1.0,1.0,0
12558,1,269.96,24.54181818181818,20.8,7,1.0,269.96,1.0,269.96,1.0,269.96,1.0,1.0,0
12559,2,561.71,26.74809523809524,17.0,310,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12560,3,2134.01,20.323904761904764,17.0,4,1.0,697.7,1.0,697.7,1.0,697.7,1.0,1.0,0
12561,1,238.85,14.928125,14.175,302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12562,7,3781.7400000000002,22.510357142857146,16.95,7,2.0,1274.27,3.0,1787.8700000000001,4.0,2176.51,0.6,0.5856551749475317,0
12564,1,456.9,21.757142857142856,19.8,260,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12565,1,145.92,16.21333333333333,17.700000000000003,288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12566,1,351.65,18.507894736842104,16.6,85,0.0,0.0,0.0,0.0,1.0,351.65,0.5,0.002835672763363108,0
12567,10,9401.28,21.079103139013455,16.55,22,1.0,1551.3,1.0,1551.3,1.0,1551.3,1.0,1.0,0
12569,32,4124.69,21.939840425531912,17.88,1,10.0,1158.04,15.0,1559.21,17.0,1957.01,0.6111111111111112,0.5919479471504231,0
12571,2,519.61,15.28264705882353,15.0,39,0.0,0.0,1.0,271.26,1.0,271.26,0.5,0.0036729596709028137,0
12572,2,1020.42,17.006999999999998,15.299999999999999,8,1.0,487.68,2.0,1020.42,2.0,1020.42,0.6666666666666666,0.4784319868418476,0
12573,1,160.54000000000002,5.733571428571429,2.55,226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12574,1,218.45,19.85909090909091,17.700000000000003,315,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12576,5,1315.83,14.952613636363635,15.0,35,0.0,0.0,1.0,379.28,1.0,379.28,0.5,0.0026296413169243716,0
12577,3,657.8,4.474829931972788,2.5,34,0.0,0.0,2.0,461.91,2.0,461.91,0.3333333333333333,0.002160247132271932,0
12578,2,2794.51,24.51324561403509,17.700000000000003,20,1.0,1185.85,1.0,1185.85,1.0,1185.85,1.0,1.0,0
12579,1,440.42,15.18689655172414,13.5,77,0.0,0.0,0.0,0.0,1.0,440.42,0.5,0.002265416156948031,0
12580,1,415.7,17.320833333333333,17.35,246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12581,1,197.71,13.180666666666667,15.0,39,0.0,0.0,1.0,197.71,1.0,197.71,0.5,0.005032459362890644,0
12582,2,511.36,23.243636363636366,16.57,238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12583,15,7281.38,29.47927125506073,20.4,2,2.0,1092.49,4.0,2181.14,6.0,3049.17,0.42857142857142855,0.3585013294340971,0
12584,9,2338.15,24.355729166666666,17.700000000000003,3,2.0,614.7,4.0,1275.76,5.0,1555.56,0.5,0.395551729454695,0
12585,2,2040.1,23.44942528735632,16.6,233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12586,1,196.94000000000003,17.903636363636366,17.700000000000003,16,1.0,196.94000000000003,1.0,196.94000000000003,1.0,196.94000000000003,1.0,1.0,0
12587,1,144.0,36.0,40.8,7,1.0,144.0,1.0,144.0,1.0,144.0,1.0,1.0,0
12588,1,214.89999999999998,21.49,19.799999999999997,38,0.0,0.0,1.0,214.89999999999998,1.0,214.89999999999998,0.5,0.004631773969430293,0
12589,2,646.68,18.47657142857143,17.0,28,1.0,515.1800000000001,1.0,515.1800000000001,1.0,515.1800000000001,1.0,1.0,0
12590,2,9864.26,145.06264705882353,122.39999999999999,210,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12591,1,452.84999999999997,17.41730769230769,14.925,316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12592,2,437.6,24.311111111111114,23.4,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12593,3,418.09999999999997,19.909523809523808,16.5,108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12594,10,3338.2200000000003,28.290000000000003,21.0,37,0.0,0.0,2.0,808.32,2.0,808.32,0.3333333333333333,0.001235605199426679,0
12596,2,618.27,22.898888888888887,17.700000000000003,50,0.0,0.0,1.0,348.32,1.0,348.32,0.5,0.002862704683384862,0
12597,4,3811.22,18.50106796116505,16.2,18,1.0,205.96,2.0,2382.41,2.0,2382.41,0.6666666666666666,0.08683357038864485,0
12598,8,3023.08,22.902121212121212,19.799999999999997,9,3.0,1076.94,3.0,1076.94,4.0,1438.7,0.8,0.7487254289088004,0
12599,7,1032.58,16.654516129032256,15.0,28,1.0,175.54000000000002,1.0,175.54000000000002,1.0,175.54000000000002,1.0,1.0,0
12600,10,2599.04,40.61,20.099999999999998,28,1.0,379.58000000000004,1.0,379.58000000000004,2.0,662.48,0.6666666666666666,0.5736118647133298,0
12601,5,577.0600000000001,20.609285714285715,17.55,189,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12602,1,153.12,12.76,11.440000000000001,58,0.0,0.0,1.0,153.12,1.0,153.12,0.5,0.006488450558006748,0
12603,1,739.1999999999999,369.59999999999997,369.59999999999997,21,1.0,739.1999999999999,1.0,739.1999999999999,1.0,739.1999999999999,1.0,1.0,0
12604,2,254.18,15.88625,15.6,78,0.0,0.0,0.0,0.0,1.0,75.68,0.5,0.013041210224308814,0
12607,1,1579.51,15.63871287128713,15.0,59,0.0,0.0,1.0,1579.51,1.0,1579.51,0.5,0.0006327071641432196,0
12609,3,1126.85,18.78083333333333,16.8,77,0.0,0.0,0.0,0.0,1.0,326.12,0.5,0.0030569821472242603,0
12610,5,2099.54,19.80698113207547,15.299999999999999,22,1.0,248.2,3.0,843.29,3.0,843.29,0.5,0.2951592462305606,0
12611,1,1193.32,18.35876923076923,16.35,51,0.0,0.0,1.0,1193.32,1.0,1193.32,0.5,0.0008372965369415232,0
